"","rng_seed","sirg","siri","scr","erg","eri","age","mutation_rate","n_alignments","sequence_length","nspp","n_beast_runs"
"article_1_0_2_3_0_676.RDa",676,0.5,0.5,0.1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_0_2_3_0_677.RDa",677,0.5,0.5,0.1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_0_2_3_0_678.RDa",678,0.5,0.5,0.1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_0_2_3_0_679.RDa",679,0.5,0.5,0.1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_0_2_3_1_680.RDa",680,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_681.RDa",681,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_682.RDa",682,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_683.RDa",683,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_684.RDa",684,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_685.RDa",685,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_686.RDa",686,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_687.RDa",687,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_688.RDa",688,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_689.RDa",689,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_690.RDa",690,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_691.RDa",691,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_692.RDa",692,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_693.RDa",693,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_694.RDa",694,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_695.RDa",695,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_696.RDa",696,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_697.RDa",697,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_698.RDa",698,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_0_2_3_1_699.RDa",699,0.5,0.5,0.1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_0_3_0_700.RDa",700,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_701.RDa",701,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_702.RDa",702,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_703.RDa",703,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_704.RDa",704,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_705.RDa",705,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_706.RDa",706,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_707.RDa",707,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_708.RDa",708,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_709.RDa",709,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_710.RDa",710,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_711.RDa",711,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_712.RDa",712,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_713.RDa",713,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_714.RDa",714,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_715.RDa",715,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_716.RDa",716,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_717.RDa",717,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_718.RDa",718,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_0_719.RDa",719,0.5,0.5,0.3,0,0,15,0.5,2,1000,1000,2
"article_1_1_0_3_1_720.RDa",720,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_721.RDa",721,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_722.RDa",722,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_723.RDa",723,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_724.RDa",724,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_725.RDa",725,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_726.RDa",726,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_727.RDa",727,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_728.RDa",728,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_729.RDa",729,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_730.RDa",730,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_731.RDa",731,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_732.RDa",732,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_733.RDa",733,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_734.RDa",734,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_735.RDa",735,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_736.RDa",736,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_737.RDa",737,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_738.RDa",738,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_0_3_1_739.RDa",739,0.5,0.5,0.3,0,0,15,0.5,2,10000,1000,2
"article_1_1_1_3_0_740.RDa",740,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_741.RDa",741,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_742.RDa",742,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_743.RDa",743,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_744.RDa",744,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_745.RDa",745,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_746.RDa",746,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_747.RDa",747,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_748.RDa",748,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_749.RDa",749,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_750.RDa",750,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_751.RDa",751,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_752.RDa",752,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_753.RDa",753,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_754.RDa",754,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_755.RDa",755,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_756.RDa",756,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_757.RDa",757,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_758.RDa",758,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_0_759.RDa",759,0.5,0.5,0.3,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_1_1_3_1_760.RDa",760,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_761.RDa",761,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_762.RDa",762,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_763.RDa",763,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_764.RDa",764,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_765.RDa",765,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_766.RDa",766,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_767.RDa",767,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_768.RDa",768,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_769.RDa",769,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_770.RDa",770,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_771.RDa",771,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_772.RDa",772,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_773.RDa",773,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_774.RDa",774,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_775.RDa",775,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_776.RDa",776,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_777.RDa",777,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_778.RDa",778,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_1_3_1_779.RDa",779,0.5,0.5,0.3,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_1_2_3_0_780.RDa",780,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_781.RDa",781,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_782.RDa",782,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_783.RDa",783,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_784.RDa",784,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_785.RDa",785,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_786.RDa",786,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_787.RDa",787,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_788.RDa",788,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_789.RDa",789,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_790.RDa",790,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_791.RDa",791,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_792.RDa",792,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_793.RDa",793,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_794.RDa",794,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_795.RDa",795,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_796.RDa",796,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_797.RDa",797,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_798.RDa",798,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_0_799.RDa",799,0.5,0.5,0.3,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_1_2_3_1_800.RDa",800,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_801.RDa",801,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_802.RDa",802,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_803.RDa",803,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_804.RDa",804,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_805.RDa",805,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_806.RDa",806,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_807.RDa",807,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_808.RDa",808,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_809.RDa",809,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_810.RDa",810,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_811.RDa",811,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_812.RDa",812,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_813.RDa",813,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_814.RDa",814,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_815.RDa",815,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_816.RDa",816,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_817.RDa",817,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_818.RDa",818,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_1_2_3_1_819.RDa",819,0.5,0.5,0.3,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_0_3_0_820.RDa",820,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_821.RDa",821,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_822.RDa",822,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_823.RDa",823,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_824.RDa",824,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_825.RDa",825,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_826.RDa",826,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_827.RDa",827,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_828.RDa",828,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_829.RDa",829,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_830.RDa",830,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_831.RDa",831,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_832.RDa",832,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_833.RDa",833,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_834.RDa",834,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_835.RDa",835,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_836.RDa",836,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_837.RDa",837,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_838.RDa",838,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_0_839.RDa",839,0.5,0.5,1,0,0,15,0.5,2,1000,1000,2
"article_1_2_0_3_1_840.RDa",840,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_841.RDa",841,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_842.RDa",842,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_843.RDa",843,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_844.RDa",844,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_845.RDa",845,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_846.RDa",846,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_847.RDa",847,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_848.RDa",848,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_849.RDa",849,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_850.RDa",850,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_851.RDa",851,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_852.RDa",852,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_853.RDa",853,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_854.RDa",854,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_855.RDa",855,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_856.RDa",856,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_857.RDa",857,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_858.RDa",858,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_859.RDa",859,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_1_3_0_860.RDa",860,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_861.RDa",861,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_862.RDa",862,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_863.RDa",863,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_864.RDa",864,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_865.RDa",865,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_866.RDa",866,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_867.RDa",867,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_868.RDa",868,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_869.RDa",869,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_870.RDa",870,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
